id,nome,ano,url
0,Operacionalização da Contratualização nos Cuidados de Saúde Primários para 2023,2023,https://www.acss.min-saude.pt/wp-content/uploads/2016/10/Operacionalizacao_CSP_2023_VF.pdf

